age,daily_steps,sleep_hours,resting_heart_rate,daily_calorie_balance,gender_Male,cluster
48,3050,10.0,50.0,-44.2,False,0
69,8549,3.0,65.2,773.2,False,0
36,14161,10.0,58.2,792.0,False,0
64,6975,10.0,76.9,-658.9,False,0
33,6887,3.0,62.1,-218.6,False,0
22,9659,10.0,54.4,1216.9,False,0
52,9066,4.2,52.1,-344.2,True,2
29,11752,3.0,74.5,809.9,True,2
42,6998,4.2,60.7,488.0,True,2
69,9606,7.0,68.6,595.4,False,0
38,9654,3.0,85.8,-222.9,True,2
53,6493,3.0,73.8,-208.1,True,2
40,7158,3.0,64.9,-455.3,False,0
33,7466,8.4,58.2,399.4,False,0
56,3786,5.4,74.3,-818.3,False,0
62,6333,10.0,68.7,-81.7,True,1
59,11988,7.5,75.8,817.2,False,0
56,10613,7.8,46.2,297.3,True,1
31,5760,10.0,81.4,501.3,True,1
48,7452,10.0,52.9,-822.0,True,1
22,10414,10.0,65.2,-497.0,True,1
52,8830,10.0,83.9,592.1,True,1
40,9899,10.0,47.7,62.9,False,0
46,9102,10.0,69.1,-519.8,True,1
60,8146,10.0,67.3,313.2,False,0
28,7002,10.0,69.7,-266.8,False,0
35,3914,10.0,73.6,1268.8,True,1
64,9576,3.0,70.2,299.5,True,2
29,6834,4.9,56.6,-461.3,True,2
26,2556,10.0,71.0,440.5,False,0
27,5863,10.0,69.8,807.4,True,1
61,10056,10.0,69.4,-3.0,True,1
34,1751,8.1,90.9,-384.0,True,1
55,4411,3.0,83.4,22.2,False,0
24,7911,3.7,88.3,-306.4,False,0
63,11717,10.0,73.4,-129.2,True,1
30,10499,10.0,87.9,-694.4,False,0
57,12004,10.0,61.4,437.6,False,0
59,8123,6.4,66.4,-574.6,False,0
26,6872,9.5,64.2,304.1,False,0
67,10029,3.0,65.0,-152.1,False,0
44,4801,3.0,70.4,111.5,False,0
19,4567,10.0,72.0,-237.4,False,0
22,4034,10.0,74.3,98.1,True,1
46,10766,3.0,87.4,216.3,True,2
54,4996,9.4,54.8,-175.4,True,1
55,10501,4.6,57.9,-864.8,False,0
36,7945,10.0,45.6,168.5,False,0
25,10805,3.1,61.6,195.4,True,2
65,4183,3.0,65.6,-716.4,False,0
62,5623,10.0,63.0,-490.5,True,1
18,8861,4.0,58.6,-173.9,True,2
39,6207,5.0,70.9,-1147.4,False,0
69,19,10.0,66.1,354.0,True,1
34,3383,10.0,61.2,-244.4,True,1
24,4160,10.0,71.5,144.3,False,0
42,4382,3.0,64.3,-531.1,False,0
62,9545,10.0,81.6,1008.7,True,1
21,8511,3.0,68.4,-710.3,False,0
53,7986,10.0,66.5,-249.2,False,0
23,13526,10.0,72.6,599.5,True,1
48,11025,3.0,49.9,-574.7,True,2
36,9905,10.0,82.1,45.5,False,0
61,3014,10.0,77.8,313.4,True,1
56,7678,3.0,62.1,-753.2,False,0
44,8396,10.0,58.7,-334.3,False,0
27,6254,3.0,59.9,95.1,False,0
43,12619,10.0,55.9,226.7,True,1
36,7653,7.3,53.0,-411.1,False,0
56,3814,4.4,55.6,920.3,True,2
20,4507,10.0,45.0,240.5,True,1
62,14347,10.0,66.4,388.3,True,1
30,6239,10.0,68.6,359.0,True,1
67,1264,10.0,82.8,-781.7,False,0
45,5701,3.0,79.9,-57.4,True,2
37,2020,10.0,62.7,-8.1,True,1
45,10251,5.7,67.5,-127.2,False,0
25,1635,3.0,81.0,103.7,True,2
58,3293,3.0,65.5,-1053.6,False,0
56,7511,10.0,71.7,64.0,True,1
18,10828,10.0,63.9,-151.7,False,0
20,7291,10.0,70.4,-1058.0,False,0
30,3727,10.0,70.8,211.2,True,1
45,8047,3.0,66.5,-590.6,True,2
66,6096,10.0,80.7,-190.3,True,1
42,10898,10.0,61.4,-127.2,False,0
50,10064,4.4,71.2,-923.1,True,2
55,5888,7.3,87.8,-867.2,True,1
23,9839,3.0,73.1,272.7,True,2
61,8313,10.0,62.0,-301.9,True,1
62,11600,3.0,73.5,-196.5,True,2
49,9711,10.0,94.3,36.4,False,0
62,9140,3.0,70.4,-879.1,True,2
64,11483,3.0,77.9,-203.9,True,2
38,7546,3.0,70.1,-55.3,False,0
33,5180,4.8,72.8,882.3,False,0
38,8102,3.0,69.2,-460.1,True,2
28,6433,7.6,59.8,394.4,True,1
54,9312,10.0,73.7,-0.9,True,1
53,7685,9.0,57.8,-567.8,False,0
52,8708,10.0,66.9,-316.5,True,1
36,3887,3.0,89.1,433.1,False,0
37,9024,3.0,69.3,388.5,False,0
35,3644,3.0,60.8,-260.1,False,0
64,10385,6.3,72.4,171.9,True,2
58,10389,10.0,64.5,-518.5,True,1
66,8543,3.0,71.1,-88.3,True,2
31,8430,10.0,58.2,-214.8,True,1
32,6829,3.0,77.8,465.9,False,0
48,5690,4.8,71.2,231.4,False,0
18,7455,3.0,60.0,-338.0,False,0
20,13448,10.0,73.6,-288.2,False,0
33,8187,6.6,89.4,-14.5,True,2
40,3462,10.0,62.0,-80.6,True,1
28,2374,8.8,77.6,-139.8,True,1
29,3185,3.0,74.2,-176.0,False,0
27,6367,10.0,74.0,689.6,False,0
49,11297,3.0,79.0,-226.0,False,0
33,4429,3.0,67.2,150.0,True,2
25,11765,3.0,71.5,1211.3,True,2
55,8038,3.0,71.0,-423.2,False,0
29,8950,10.0,61.4,96.4,True,1
41,8868,5.3,74.6,122.2,False,0
45,9271,10.0,66.4,-5.5,False,0
25,6265,3.0,88.3,20.6,False,0
45,496,10.0,64.9,-439.5,True,1
53,5734,10.0,56.8,179.4,True,1
43,4836,10.0,81.2,-918.6,True,1
25,8431,3.0,62.6,898.9,True,2
67,8157,3.2,57.9,856.5,True,2
45,6682,4.0,73.9,-164.6,False,0
45,12766,3.0,83.3,525.9,False,0
54,5577,6.2,77.4,-146.7,True,2
58,822,3.2,64.3,4.9,True,2
53,7858,10.0,71.3,-340.5,True,1
44,11067,7.9,67.1,409.9,True,1
34,8361,10.0,86.6,-290.6,False,0
26,6430,7.7,65.6,392.6,True,1
50,8221,3.0,71.0,-21.0,True,2
37,13016,7.6,71.7,-8.6,True,1
30,4874,10.0,58.4,-745.7,False,0
45,7592,3.0,68.1,29.9,False,0
65,9509,3.0,68.2,-572.9,True,2
46,8261,3.0,83.8,30.8,False,0
30,6756,10.0,72.0,969.9,False,0
63,6221,10.0,66.2,-694.8,False,0
52,6644,8.0,68.5,-73.5,True,1
23,9096,3.0,69.3,-317.7,False,0
35,8921,3.0,69.6,-520.2,False,0
68,13784,4.6,79.3,-395.6,False,0
22,2889,3.0,79.8,735.4,False,0
64,12773,7.1,60.1,868.2,False,0
42,6886,3.0,80.7,-523.2,True,2
19,7228,10.0,77.5,200.5,False,0
27,10076,3.0,69.5,-459.5,False,0
47,10057,10.0,55.3,-339.2,False,0
67,10969,10.0,72.1,-1024.6,True,1
62,11624,10.0,66.5,1065.9,False,0
22,7380,10.0,75.5,549.2,False,0
50,11662,10.0,76.5,-325.8,True,1
18,5612,3.0,83.2,142.4,False,0
35,6584,3.0,59.4,-200.0,False,0
49,6953,3.0,91.4,473.0,False,0
64,5920,3.4,79.0,-170.6,True,2
66,7679,3.0,77.1,-97.4,True,2
28,10189,10.0,89.2,-331.0,False,0
38,9454,4.1,73.2,301.9,True,2
43,5660,3.0,80.3,1104.7,False,0
42,5413,3.0,71.7,-142.1,True,2
39,4933,10.0,78.4,-147.9,False,0
44,7766,6.8,81.6,-12.6,True,1
66,2757,3.0,80.6,130.1,False,0
30,4828,8.2,54.9,-149.5,True,1
50,6123,10.0,65.9,-196.1,True,1
51,10666,3.1,81.7,41.3,True,2
58,7103,10.0,75.0,-875.5,True,1
52,10517,10.0,69.5,-273.7,False,0
18,8062,3.0,75.1,-1000.5,False,0
38,6077,3.0,59.0,-246.3,True,2
65,6200,10.0,77.9,-474.1,False,0
23,4001,3.0,73.7,313.5,True,2
45,14709,10.0,70.9,-367.6,False,0
34,10831,3.0,68.2,-182.8,False,0
22,9311,3.0,72.3,-1073.9,False,0
48,3590,3.0,67.3,511.2,True,2
22,6145,10.0,66.8,-543.2,False,0
55,4573,9.0,87.9,-241.3,True,1
20,7882,8.0,54.1,389.0,False,0
40,4718,10.0,54.3,390.9,True,1
54,5489,10.0,77.8,-555.4,False,0
54,4796,3.0,57.8,263.5,False,0
27,6780,3.0,50.0,-574.4,False,0
27,7714,10.0,80.1,116.2,True,1
36,6860,3.0,82.6,-392.1,False,0
34,12098,10.0,56.9,-507.6,True,1
38,9933,3.0,52.0,17.6,False,0
31,5150,4.7,57.8,-361.8,True,2
26,8476,10.0,63.0,1009.3,True,1
63,5398,6.1,89.1,-308.9,False,0
18,6314,10.0,65.7,-596.0,True,1
68,8937,10.0,78.3,-449.4,True,1
62,9496,10.0,77.2,-8.7,True,1
30,5737,8.4,83.2,56.0,True,1
21,4185,10.0,63.7,154.8,False,0
18,7763,10.0,69.9,455.8,False,0
66,8803,3.0,67.8,-835.5,True,2
57,5585,10.0,75.4,478.6,True,1
49,9949,10.0,82.2,-457.0,True,1
51,9417,4.9,91.8,200.8,True,2
45,5541,3.0,66.1,860.6,False,0
48,10890,3.0,71.4,-399.1,False,0
25,10982,10.0,78.7,-419.8,True,1
56,13703,10.0,76.1,-512.1,True,1
43,12635,7.9,87.2,-169.0,True,1
51,4792,3.0,68.9,632.7,False,0
20,10274,3.0,66.0,-557.2,False,0
67,10138,3.0,83.8,-246.9,True,2
29,6454,3.0,73.0,487.9,True,2
18,8864,10.0,75.4,312.0,False,0
61,1867,10.0,69.3,-249.9,False,0
22,1783,3.0,79.3,-105.5,True,2
47,2356,6.9,61.3,457.9,True,1
47,8667,3.0,65.4,790.9,True,2
34,8809,6.8,45.0,850.5,False,0
65,6678,10.0,63.7,689.9,True,1
64,12663,10.0,79.3,-335.0,True,1
40,10461,10.0,70.5,909.3,False,0
32,2705,5.1,60.8,-369.4,True,2
54,6984,10.0,84.3,-825.6,False,0
38,4680,10.0,71.4,56.2,True,1
31,8741,10.0,86.9,738.1,True,1
19,7408,5.8,78.6,331.8,False,0
28,4851,10.0,71.9,-36.9,True,1
68,12583,9.9,88.4,145.7,False,0
56,7672,3.0,66.3,266.1,False,0
55,6251,3.0,59.1,73.8,True,2
51,6740,3.0,86.0,-147.7,False,0
55,12356,3.0,76.0,-370.4,True,2
67,10233,5.1,83.9,56.2,False,0
51,7012,3.5,78.8,-61.3,True,2
35,4523,3.0,86.4,1.8,False,0
47,4991,3.0,64.9,523.0,True,2
32,6053,9.9,68.1,-123.8,True,1
44,9021,10.0,68.0,-104.1,False,0
68,9769,6.9,68.1,95.0,False,0
51,5323,6.2,54.3,1312.9,True,1
69,9902,3.0,71.6,-545.9,True,2
55,4774,4.8,77.9,545.9,False,0
50,5664,10.0,63.2,-149.5,False,0
41,3151,10.0,60.9,-30.5,True,1
32,3062,10.0,68.6,-656.1,True,1
47,4741,10.0,77.8,940.2,True,1
59,7422,10.0,59.2,111.3,False,0
68,4518,10.0,93.4,329.4,True,1
34,11994,9.4,57.0,-749.4,True,1
22,4702,3.0,64.3,-321.1,False,0
46,8051,7.8,81.3,206.2,True,1
21,11460,9.2,79.7,-80.5,True,1
27,7777,10.0,78.8,223.3,True,1
34,6408,8.0,63.1,1051.4,True,1
27,7941,10.0,65.0,252.3,True,1
34,5814,3.0,61.4,-224.4,False,0
37,4497,10.0,66.8,-325.7,True,1
41,9338,6.6,73.8,-382.7,False,0
22,5750,7.0,61.4,-213.8,False,0
51,10310,3.0,52.5,-192.7,False,0
23,9888,10.0,81.7,59.5,True,1
19,7998,10.0,68.2,264.2,True,1
30,10412,10.0,77.5,217.7,True,1
60,5867,8.7,66.9,66.1,True,1
60,9851,3.8,75.4,100.6,True,2
65,9835,6.3,93.3,1267.8,False,0
28,6595,10.0,58.6,-361.2,True,1
68,6210,3.0,62.2,-18.4,True,2
64,8487,10.0,61.0,-892.6,True,1
40,13404,10.0,91.0,-191.5,False,0
33,6803,10.0,69.8,-449.4,True,1
48,6147,4.2,78.9,-364.9,False,0
28,11035,5.4,45.0,-592.9,True,2
33,7704,10.0,73.7,-676.1,False,0
25,10098,4.4,66.4,61.2,False,0
21,11923,10.0,83.9,355.2,True,1
57,1778,5.3,76.6,-385.8,True,2
21,7387,10.0,65.8,-1013.9,True,1
42,6810,10.0,85.8,55.5,True,1
20,4613,3.7,86.7,234.7,False,0
49,1744,6.2,85.1,336.9,False,0
20,2725,6.8,77.6,-510.6,False,0
44,7813,6.9,67.2,-303.0,False,0
46,5897,3.0,72.3,-554.9,True,2
49,5094,3.0,65.8,-369.6,True,2
67,7783,10.0,72.2,-394.9,False,0
68,5423,10.0,64.1,-254.9,True,1
36,11370,10.0,68.3,-125.7,False,0
38,5637,6.3,91.4,57.3,True,2
22,12015,10.0,73.1,-422.8,True,1
35,7409,6.8,65.7,-69.9,False,0
45,5544,10.0,59.0,-453.4,True,1
59,5326,3.0,69.0,-877.6,False,0
39,12041,4.7,77.5,270.3,False,0
38,9587,5.4,71.4,-331.4,False,0
23,5221,6.3,69.5,-866.5,False,0
18,7857,3.0,74.3,280.3,False,0
22,423,10.0,73.9,-125.4,False,0
58,3505,10.0,77.1,226.4,True,1
29,5249,3.0,77.3,209.2,True,2
43,5175,3.0,69.1,-547.2,False,0
63,11139,3.0,68.6,465.2,True,2
51,1757,10.0,70.0,-916.4,True,1
66,3216,3.0,75.6,-198.6,True,2
31,8857,5.7,81.2,-231.7,False,0
43,8190,3.0,66.6,-388.3,False,0
62,6450,10.0,68.4,613.0,True,1
44,13657,7.7,61.9,150.6,False,0
26,9352,10.0,55.0,-704.1,False,0
43,11168,10.0,57.6,-631.7,False,0
64,7347,6.6,60.0,1077.1,False,0
39,5869,6.1,63.3,-238.4,False,0
64,5903,3.0,74.6,-398.0,True,2
47,10282,3.0,59.3,578.2,False,0
60,9818,3.0,70.2,-888.6,True,2
65,6844,3.0,78.4,693.5,False,0
34,8914,10.0,61.7,-398.9,False,0
43,10387,9.8,65.1,257.4,True,1
53,5808,10.0,56.8,-239.4,True,1
18,6469,3.0,60.5,-787.2,False,0
25,8839,3.0,83.7,89.2,True,2
66,2134,3.0,75.0,473.9,False,0
52,8896,3.0,91.5,-1174.2,True,2
69,4124,7.4,62.6,-577.9,True,1
32,10324,5.5,85.1,618.9,False,0
64,13943,3.0,62.7,198.8,False,0
39,5408,7.9,65.0,232.0,False,0
31,3451,8.8,97.2,465.4,True,1
43,6960,10.0,61.6,233.9,False,0
45,6704,10.0,85.9,73.7,False,0
40,9482,3.4,69.7,558.1,False,0
31,8202,10.0,59.2,-195.1,False,0
41,6611,7.7,55.7,-8.3,False,0
19,7771,3.0,71.1,412.9,True,2
62,4133,10.0,58.8,-382.4,True,1
43,9987,10.0,67.0,712.4,False,0
31,12353,10.0,51.0,145.7,True,1
68,3907,7.9,73.5,-574.4,False,0
24,2762,4.3,54.6,-96.8,True,2
20,6293,3.0,69.4,-692.9,False,0
64,3835,10.0,56.2,42.9,False,0
40,3671,6.8,82.3,-189.4,True,1
63,3293,10.0,48.9,-432.4,True,1
60,6919,7.3,67.2,-890.1,True,1
64,6265,3.0,75.6,-395.9,False,0
62,8619,3.0,73.6,-90.3,False,0
35,5810,3.0,57.5,-186.0,True,2
55,3850,10.0,52.6,-710.1,False,0
52,7449,3.0,77.8,10.7,True,2
68,4324,3.0,68.8,-492.8,True,2
32,9036,10.0,59.3,460.9,False,0
42,2501,3.0,78.2,534.6,True,2
54,1005,10.0,64.4,-128.5,True,1
45,2670,3.0,63.4,788.1,True,2
27,6245,10.0,61.3,-70.5,True,1
56,6638,3.0,62.4,-650.2,True,2
34,7910,3.0,62.0,592.6,True,2
56,5805,10.0,73.3,807.1,False,0
39,4960,9.7,85.5,497.3,True,1
43,11799,10.0,56.0,-381.9,False,0
61,11006,3.0,66.6,-617.7,True,2
42,10458,4.1,68.4,-175.1,True,2
34,8426,3.0,74.6,1238.2,False,0
30,8665,3.0,79.9,-588.4,False,0
37,5084,10.0,68.4,410.4,True,1
42,7933,10.0,63.6,-46.3,False,0
21,4680,3.6,75.8,472.1,False,0
27,4340,10.0,53.6,-630.0,False,0
20,2647,3.0,48.6,-124.8,False,0
58,8718,10.0,95.9,-449.0,True,1
62,7991,10.0,61.9,-420.6,True,1
35,6591,3.0,65.9,368.3,False,0
64,6198,10.0,75.4,-559.5,True,1
53,2009,3.0,73.5,144.9,False,0
64,8269,10.0,78.9,27.9,True,1
39,6553,8.5,79.4,-476.9,True,1
51,10187,10.0,55.6,-368.9,False,0
64,7938,10.0,82.7,167.0,True,1
25,9617,10.0,75.1,-12.6,False,0
57,7478,3.6,73.8,19.1,False,0
66,8045,10.0,74.2,-116.3,False,0
61,10293,10.0,47.7,-148.7,False,0
36,6922,9.1,67.9,-10.8,False,0
59,8915,5.0,60.3,719.6,False,0
58,6169,9.1,58.9,264.5,False,0
54,7106,10.0,65.1,-65.4,True,1
23,12280,4.0,78.3,-540.9,True,2
69,9421,10.0,72.9,-209.5,True,1
43,5875,3.0,74.4,-460.1,True,2
51,8768,3.0,65.5,-398.3,False,0
62,3660,10.0,73.8,-935.2,False,0
23,6836,10.0,68.0,-5.6,False,0
54,4639,10.0,79.5,1033.9,True,1
50,8855,10.0,77.0,98.1,False,0
39,6933,10.0,71.6,363.7,True,1
38,8350,10.0,62.0,479.9,False,0
23,9822,10.0,72.7,-143.3,False,0
23,6119,3.0,72.4,-109.9,True,2
65,6226,10.0,71.2,-698.3,True,1
21,7388,4.6,65.2,98.5,True,2
47,4918,10.0,63.5,27.9,False,0
28,7466,3.0,73.2,-428.1,False,0
47,7624,10.0,61.4,574.3,False,0
48,8186,3.0,67.5,-388.3,True,2
41,8758,4.2,75.9,1423.7,True,2
26,2690,3.0,74.4,201.7,False,0
20,3644,10.0,58.4,-10.9,False,0
68,3998,7.7,73.0,969.5,True,1
48,7777,3.0,90.3,-1141.5,True,2
57,6646,10.0,76.8,-143.1,False,0
54,696,3.0,67.3,-216.8,True,2
53,13341,3.0,83.1,-90.6,True,2
41,1533,10.0,92.0,113.1,True,1
48,7591,3.0,78.6,-105.3,False,0
23,9190,3.0,52.7,700.5,False,0
19,5340,3.0,76.2,217.7,False,0
37,9419,3.0,83.5,242.0,False,0
45,4475,3.0,49.4,231.2,False,0
28,8013,3.0,79.4,-644.2,True,2
21,958,8.6,68.0,101.0,False,0
32,11019,3.0,83.2,118.2,True,2
23,7502,7.3,69.3,-562.2,False,0
66,2715,10.0,73.4,443.0,True,1
47,9386,10.0,73.6,-1018.7,True,1
55,12396,6.2,77.1,1259.9,True,2
68,4720,3.0,74.5,-18.8,True,2
19,6869,8.6,61.0,-427.7,True,1
32,5955,3.0,67.4,308.9,True,2
28,5189,9.0,69.9,313.1,False,0
25,4873,3.0,82.3,1023.1,True,2
43,5560,10.0,74.8,891.1,False,0
68,5722,7.3,63.4,-664.9,False,0
62,6430,10.0,60.8,-135.0,False,0
61,6212,10.0,76.5,-454.8,False,0
22,9783,10.0,65.3,371.1,False,0
23,9515,5.8,77.5,707.5,True,2
43,2899,3.0,69.4,-658.3,True,2
21,5719,10.0,84.6,-31.6,True,1
36,11251,4.7,62.6,-315.9,False,0
37,8382,10.0,84.4,422.2,False,0
50,8503,10.0,79.8,204.7,True,1
37,8216,10.0,65.6,587.9,True,1
66,6715,10.0,61.2,-210.5,False,0
29,7376,3.0,89.3,-58.3,True,2
64,6288,3.0,61.0,197.1,False,0
18,10067,3.0,73.1,-135.5,False,0
43,6315,10.0,73.5,149.5,False,0
31,7161,3.0,70.1,635.1,False,0
55,9706,3.0,77.8,1066.8,False,0
54,6516,10.0,60.7,-244.2,True,1
28,7287,4.5,89.3,1073.8,False,0
53,6425,3.2,61.8,-251.1,False,0
30,7231,3.0,68.6,434.5,True,2
60,6527,3.0,55.6,-247.2,True,2
20,5892,3.0,80.5,-514.8,True,2
50,5376,10.0,88.9,611.4,True,1
23,6982,3.0,90.1,-24.6,False,0
67,10554,3.0,81.3,642.0,False,0
27,9371,3.0,66.3,376.0,True,2
22,2762,10.0,70.0,205.6,True,1
40,6212,10.0,66.8,275.6,False,0
27,5584,4.1,57.9,544.3,True,2
61,2813,3.0,67.0,463.2,True,2
19,8325,3.0,79.1,-202.3,False,0
30,7211,10.0,61.3,211.5,False,0
57,13568,10.0,47.2,750.3,True,1
19,6497,10.0,57.5,22.6,True,1
37,5171,3.0,78.2,-247.0,True,2
18,4881,10.0,52.8,-310.7,False,0
54,6145,6.4,65.3,424.6,False,0
26,9270,7.3,66.2,-120.2,True,1
34,9614,10.0,72.6,181.1,False,0
26,16278,3.0,72.3,-144.0,False,0
28,3880,3.0,74.0,587.0,True,2
32,7758,10.0,68.5,75.1,True,1
41,5447,10.0,60.6,714.1,False,0
55,8551,3.4,79.0,695.8,True,2
52,11649,10.0,52.4,-44.1,True,1
47,10086,10.0,77.8,666.7,False,0
48,3877,3.0,81.4,-168.9,False,0
66,9553,7.2,93.4,133.1,False,0
22,1159,3.0,62.5,-389.9,False,0
61,360,5.8,64.4,296.8,False,0
67,6752,3.3,70.5,150.6,True,2
31,9332,10.0,69.8,257.1,False,0
28,8544,3.0,78.3,-680.1,True,2
26,13217,3.0,75.2,-994.7,True,2
51,7827,3.0,66.5,-566.3,False,0
29,7179,10.0,69.0,249.6,False,0
52,10965,6.1,79.3,336.7,True,2
52,6377,7.9,57.3,564.7,False,0
18,8666,3.0,67.7,-202.3,True,2
57,8846,10.0,75.5,104.3,True,1
39,4584,10.0,59.3,-350.5,True,1
46,8662,5.2,45.0,683.7,False,0
25,14055,10.0,84.5,-354.7,False,0
28,10909,3.0,69.8,589.3,True,2
58,4982,6.2,57.4,-125.7,False,0
54,14515,3.0,79.2,787.6,True,2
31,9567,10.0,67.9,91.5,False,0
47,8772,8.6,59.7,80.5,True,1
52,7208,3.0,73.7,-377.0,True,2
38,9548,3.0,70.5,1083.5,False,0
54,7835,7.6,63.9,495.4,True,1
22,7558,10.0,62.3,256.0,True,1
36,7100,10.0,59.7,119.8,False,0
31,10421,5.7,77.4,-330.4,False,0
43,10088,3.0,57.5,336.6,True,2
21,7051,9.4,62.0,-33.4,True,1
42,2943,10.0,71.0,28.8,True,1
62,7608,3.0,84.6,445.5,False,0
59,5346,3.0,71.3,142.2,True,2
42,6079,10.0,75.9,9.1,False,0
35,7125,8.5,71.0,717.8,False,0
57,4319,3.0,79.1,-409.4,True,2
25,2669,9.2,89.4,-827.4,True,1
56,8375,10.0,65.6,-398.0,True,1
57,7580,6.0,70.1,76.0,True,2
31,7465,5.1,71.7,347.3,False,0
49,9032,10.0,75.3,-372.1,True,1
68,5521,4.3,71.3,1500.0,True,2
55,8497,10.0,64.6,91.1,False,0
50,11512,10.0,69.9,75.9,True,1
40,6735,3.0,94.3,-644.8,False,0
32,13198,3.0,73.1,-721.4,True,2
50,7649,10.0,50.9,-891.5,False,0
42,4942,3.0,66.1,685.7,False,0
34,10049,3.0,70.1,606.2,False,0
50,7162,3.0,68.6,-0.7,False,0
64,10657,3.2,69.3,-607.5,True,2
19,8740,6.7,72.9,-138.8,True,1
31,6516,3.0,75.1,710.7,False,0
57,12063,10.0,72.6,-252.1,False,0
57,6001,10.0,79.5,-451.0,True,1
68,1003,10.0,55.0,-190.5,True,1
56,10141,7.5,67.5,-146.4,True,1
68,8549,10.0,74.3,369.0,True,1
23,11351,10.0,72.6,-1103.6,True,1
23,4854,9.1,63.5,84.7,False,0
20,6758,3.0,64.7,-348.4,True,2
24,6419,3.0,61.6,-267.8,True,2
68,10301,10.0,79.8,377.2,False,0
25,9452,10.0,51.5,-650.9,False,0
59,8144,3.0,57.2,90.0,False,0
69,8163,6.9,74.2,240.6,False,0
32,4047,10.0,75.4,289.8,True,1
64,9806,3.4,54.2,353.4,False,0
46,9867,10.0,76.3,286.0,False,0
50,14373,5.6,71.8,359.6,True,2
69,8912,3.0,75.2,-440.4,False,0
47,9397,10.0,70.7,682.8,False,0
56,8932,3.0,74.3,-592.3,True,2
44,5409,3.0,74.6,185.2,True,2
53,11248,3.0,74.7,-340.4,True,2
46,7332,3.0,72.4,-858.9,True,2
55,6921,8.5,69.1,-285.1,True,1
50,7095,3.0,69.2,-59.2,False,0
54,7302,10.0,72.3,693.5,True,1
44,6040,3.0,78.3,909.8,False,0
50,8145,3.0,89.6,-64.8,False,0
21,7210,7.5,75.3,-694.5,False,0
39,6954,10.0,73.8,-653.1,False,0
19,8969,10.0,82.2,385.9,True,1
27,7727,3.0,74.0,354.1,True,2
22,5837,3.0,59.4,-303.7,False,0
27,5209,3.0,62.7,-587.1,False,0
50,7795,6.6,88.3,496.1,False,0
55,5260,3.0,62.9,-614.0,True,2
30,5044,3.0,75.7,-222.2,False,0
48,5086,3.0,60.1,236.7,True,2
64,8264,4.4,82.8,-1000.5,False,0
53,11080,6.5,65.4,476.7,False,0
62,8543,3.0,70.8,1190.1,True,2
41,10160,10.0,67.7,56.9,False,0
69,7290,8.2,75.0,-17.3,True,1
32,7926,3.3,71.7,22.2,True,2
46,12458,10.0,79.1,112.4,False,0
25,9986,10.0,76.6,-365.0,False,0
22,10311,3.0,72.8,-562.2,False,0
46,6707,6.7,76.5,-176.6,False,0
64,7484,10.0,77.0,76.8,True,1
21,8716,10.0,66.0,-499.2,False,0
29,5680,10.0,65.3,-673.3,False,0
62,410,4.7,85.5,-220.2,True,2
19,8689,10.0,77.1,-666.7,False,0
44,10384,10.0,74.0,335.9,True,1
48,7665,8.2,62.0,-1500.0,False,0
68,5712,9.3,52.1,-584.1,True,1
68,6507,4.5,67.1,706.8,True,2
53,1415,3.0,65.5,-110.9,True,2
53,6500,5.3,66.9,92.0,False,0
43,4154,3.0,78.5,-64.5,True,2
60,5401,3.0,85.3,-313.7,True,2
44,4002,10.0,81.1,547.6,False,0
22,3657,10.0,63.9,-285.9,False,0
37,4487,3.0,75.4,-414.2,True,2
28,9398,3.0,65.1,328.4,True,2
27,5970,3.4,51.6,-965.3,True,2
57,4176,3.0,69.2,-142.7,True,2
55,9762,10.0,82.6,-259.5,False,0
23,7886,3.0,66.7,-152.1,False,0
25,409,10.0,78.3,-244.2,False,0
40,10486,6.6,63.3,187.5,True,1
64,7716,3.6,76.9,549.8,False,0
43,9811,6.9,67.6,229.7,False,0
63,6824,3.0,85.2,-168.5,False,0
60,12314,3.0,66.9,315.7,False,0
29,6354,7.1,64.6,374.3,False,0
43,0,3.8,84.7,180.5,False,0
30,4831,3.0,64.2,524.3,True,2
57,9006,10.0,72.1,-1173.7,False,0
35,7977,10.0,64.3,13.4,False,0
42,7132,10.0,79.2,153.9,False,0
50,4540,10.0,83.0,-740.6,True,1
64,7555,3.0,63.3,110.4,False,0
57,7456,3.0,75.5,457.5,False,0
60,7426,3.0,76.4,-111.9,True,2
29,9113,3.0,71.3,328.3,True,2
61,8045,8.1,85.3,511.4,False,0
53,6743,3.0,85.2,671.2,False,0
65,4492,10.0,61.5,581.1,False,0
21,11579,7.9,82.1,682.8,True,1
22,13444,10.0,75.1,-249.8,False,0
54,12732,3.0,72.4,-195.1,True,2
25,9597,9.5,67.7,-1236.7,True,1
59,2474,10.0,55.2,-532.6,True,1
66,2107,3.0,72.8,609.2,True,2
45,5854,3.0,73.1,-302.4,True,2
48,7335,10.0,89.9,198.8,True,1
26,7212,3.0,63.3,120.4,True,2
68,8081,4.7,53.9,620.3,True,2
46,3322,10.0,58.2,-1010.2,False,0
31,12322,3.0,85.9,176.3,True,2
57,12015,10.0,65.5,168.2,True,1
58,3565,3.6,83.6,-428.9,False,0
39,1915,3.0,70.1,480.1,True,2
28,7230,10.0,60.3,-699.5,False,0
40,11286,8.1,90.0,532.3,True,1
18,7403,7.1,83.2,-1077.8,True,1
63,8279,3.0,68.2,-452.5,False,0
